pdfs/1676632383158_TATA%20IPL%202023%20-%20Match%20Schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
May 21,2008,4:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Royal Challengers Bangalore Won by 14 Run(s)
May 21,2008,8:00 PM IST,Kings XI Punjab vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Kings XI Punjab Won by 1 Run(s)
May 23,2008,8:00 PM IST,Deccan Chargers vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
May 24,2008,4:00 PM IST,Mumbai Indians vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 5 Wicket(s)
May 24,2008,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Rajasthan Royals Won by 10 Run(s)
May 25,2008,4:00 PM IST,Royal Challengers Bangalore vs Deccan Chargers,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Royal Challengers Bangalore Won by 5 Wicket(s)
May 25,2008,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 3 Wicket(s)
May 26,2008,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 5 Wicket(s)
May 27,2008,8:00 PM IST,Chennai Super Kings vs Deccan Chargers,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Chennai Super Kings Won by 7 Wicket(s)
May 28,2008,4:00 PM IST,Kings XI Punjab vs Rajasthan Royals,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 41 Run(s)
May 28,2008,8:00 PM IST,Royal Challengers Bangalore vs Mumbai Indians,M Chinnaswamy Stadium, Bangalore,League,Mumbai Indians Won by 9 Wicket(s)
May 30,2008,8:00 PM IST,Rajasthan Royals vs Delhi Capitals,Wankhede Stadium, Mumbai,Qualifier,Rajasthan Royals Won by 105 Run(s)
May 31,2008,8:00 PM IST,Kings XI Punjab vs Chennai Super Kings,Wankhede Stadium, Mumbai,Qualifier,Chennai Super Kings Won by 9 Wicket(s)
June 1,2008,8:00 PM IST,Chennai Super Kings vs Rajasthan Royals,Dr DY Patil Sports Academy, Mumbai,Final,Rajasthan Royals Won by 3 Wicket(s)
Winner of season: Rajasthan Royals
2008


pdfs/ipl-2009-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 18,2009,4:00 PM IST,Mumbai Indians vs Chennai Super Kings,Newlands, Cape Town,League,Mumbai Indians Won by 19 Run(s)
April 18,2009,8:00 PM IST,Royal Challengers Bangalore vs Rajasthan Royals,Newlands, Cape Town,League,Royal Challengers Bangalore Won by 75 Run(s)
April 19,2009,4:00 PM IST,Kings XI Punjab vs Delhi Capitals,Newlands, Cape Town,League,Delhi Capitals Won by DL Method
April 19,2009,8:00 PM IST,Kolkata Knight Riders vs Deccan Chargers,Newlands, Cape Town,League,Deccan Chargers Won by 8 Wicket(s)
April 20,2009,8:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,St George's Park, Port Elizabeth,League,Chennai Super Kings Won by 92 Run(s)
April 21,2009,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Kingsmead, Durban,League,Kolkata Knight Riders Won by DL Method
April 22,2009,8:00 PM IST,Deccan Chargers vs Royal Challengers Bangalore,Newlands, Cape Town,League,Deccan Chargers Won by 24 Run(s)
April 23,2009,4:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Newlands, Cape Town,League,Rajasthan Royals Won by
April 23,2009,8:00 PM IST,Delhi Capitals vs Chennai Super Kings,Kingsmead, Durban,League,Delhi Capitals Won by 9 Run(s)
April 24,2009,8:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,Kingsmead, Durban,League,Kings XI Punjab Won by 7 Wicket(s)
April 25,2009,8:00 PM IST,Deccan Chargers vs Mumbai Indians,Kingsmead, Durban,League,Deccan Chargers Won by 12 Run(s)
April 26,2009,4:00 PM IST,Kings XI Punjab vs Rajasthan Royals,Newlands, Cape Town,League,Kings XI Punjab Won by 27 Run(s)
April 26,2009,8:00 PM IST,Royal Challengers Bangalore vs Delhi Capitals,St George's Park, Port Elizabeth,League,Delhi Capitals Won by 6 Wicket(s)
April 27,2009,4:00 PM IST,Chennai Super Kings vs Deccan Chargers,Kingsmead, Durban,League,Deccan Chargers Won by 6 Wicket(s)
April 27,2009,8:00 PM IST,Mumbai Indians vs Kolkata Knight Riders,St George's Park, Port Elizabeth,League,Mumbai Indians Won by 92 Run(s)
April 28,2009,8:00 PM IST,Delhi Capitals vs Rajasthan Royals,SuperSport Park, Centurion,League,Rajasthan Royals Won by 5 Wicket(s)
April 29,2009,4:00 PM IST,Kings XI Punjab vs Mumbai Indians,Kingsmead, Durban,League,Kings XI Punjab Won by 3 Run(s)
April 29,2009,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,Kingsmead, Durban,League,Royal Challengers Bangalore Won by 5 Wicket(s)
April 30,2009,4:00 PM IST,Deccan Chargers vs Delhi Capitals,SuperSport Park, Centurion,League,Delhi Capitals Won by 6 Wicket(s)
April 30,2009,8:00 PM IST,Chennai Super Kings vs Rajasthan Royals,SuperSport Park, Centurion,League,Chennai Super Kings Won by 38 Run(s)
May 1,2009,4:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,Kingsmead, Durban,League,Royal Challengers Bangalore Won by 8 Run(s)
May 1,2009,8:00 PM IST,Mumbai Indians vs Kolkata Knight Riders,Buffalo Park, East London,League,Mumbai Indians Won by 9 Run(s)
May 2,2009,4:00 PM IST,Deccan Chargers vs Rajasthan Royals,St George's Park, Port Elizabeth,League,Rajasthan Royals Won by 3 Wicket(s)
May 2,2009,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,New Wanderers Stadium, Johannesburg,League,Chennai Super Kings Won by 18 Run(s)
May 3,2009,4:00 PM IST,Kolkata Knight Riders vs Kings XI Punjab,St George's Park, Port Elizabeth,League,Kings XI Punjab Won by 6 Wicket(s)
May 3,2009,8:00 PM IST,Mumbai Indians vs Royal Challengers Bangalore,New Wanderers Stadium, Johannesburg,League,Royal Challengers Bangalore Won by 9 Wicket(s)
May 4,2009,8:00 PM IST,Chennai Super Kings vs Deccan Chargers,Buffalo Park, East London,League,Chennai Super Kings Won by 78 Run(s)
May 5,2009,4:00 PM IST,Rajasthan Royals vs Kings XI Punjab,Kingsmead, Durban,League,Rajasthan Royals Won by 78 Run(s)
May 5,2009,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Kingsmead, Durban,League,Delhi Capitals Won by 9 Wicket(s)
May 6,2009,8:00 PM IST,Deccan Chargers vs Mumbai Indians,SuperSport Park, Centurion,League,Deccan Chargers Won by 19 Run(s)
May 7,2009,4:00 PM IST,Royal Challengers Bangalore vs Rajasthan Royals,SuperSport Park, Centurion,League,Rajasthan Royals Won by 7 Wicket(s)
May 7,2009,8:00 PM IST,Chennai Super Kings vs Kings XI Punjab,SuperSport Park, Centurion,League,Chennai Super Kings Won by DL Method
May 8,2009,8:00 PM IST,Mumbai Indians vs Delhi Capitals,Buffalo Park, East London,League,Delhi Capitals Won by 7 Wicket(s)
May 9,2009,4:00 PM IST,Deccan Chargers vs Kings XI Punjab,De Beers Diamond Oval, Kimberley,League,Kings XI Punjab Won by 3 Wicket(s)
May 9,2009,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,De Beers Diamond Oval, Kimberley,League,Chennai Super Kings Won by 7 Wicket(s)
May 10,2009,4:00 PM IST,Mumbai Indians vs Royal Challengers Bangalore,St George's Park, Port Elizabeth,League,Mumbai Indians Won by 16 Run(s)
May 10,2009,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,New Wanderers Stadium, Johannesburg,League,Delhi Capitals Won by 7 Wicket(s)
May 11,2009,8:00 PM IST,Deccan Chargers vs Rajasthan Royals,De Beers Diamond Oval, Kimberley,League,Deccan Chargers Won by 53 Run(s)
May 12,2009,4:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,SuperSport Park, Centurion,League,Royal Challengers Bangalore Won by 6 Wicket(s)
May 12,2009,8:00 PM IST,Kings XI Punjab vs Mumbai Indians,SuperSport Park, Centurion,League,Mumbai Indians Won by 8 Wicket(s)
May 13,2009,8:00 PM IST,Delhi Capitals vs Deccan Chargers,Kingsmead, Durban,League,Delhi Capitals Won by 12 Run(s)
May 14,2009,4:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,Kingsmead, Durban,League,Royal Challengers Bangalore Won by 2 Wicket(s)
May 14,2009,8:00 PM IST,Rajasthan Royals vs Mumbai Indians,Kingsmead, Durban,League,Rajasthan Royals Won by 2 Run(s)
May 15,2009,8:00 PM IST,Delhi Capitals vs Kings XI Punjab,OUTsurance Oval, Bloemfontein,League,Kings XI Punjab Won by 6 Wicket(s)
May 16,2009,4:00 PM IST,Mumbai Indians vs Chennai Super Kings,St George's Park, Port Elizabeth,League,Chennai Super Kings Won by 7 Wicket(s)
May 16,2009,8:00 PM IST,Kolkata Knight Riders vs Deccan Chargers,New Wanderers Stadium, Johannesburg,League,Deccan Chargers Won by 6 Wicket(s)
May 17,2009,4:00 PM IST,Kings XI Punjab vs Deccan Chargers,New Wanderers Stadium, Johannesburg,League,Kings XI Punjab Won by 1 Run(s)
May 17,2009,8:00 PM IST,Delhi Capitals vs Rajasthan Royals,OUTsurance Oval, Bloemfontein,League,Delhi Capitals Won by 14 Run(s)
May 18,2009,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,SuperSport Park, Centurion,League,Kolkata Knight Riders Won by 7 Wicket(s)
May 19,2009,8:00 PM IST,Delhi Capitals vs Royal Challengers Bangalore,New Wanderers Stadium, Johannesburg,League,Royal Challengers Bangalore Won by 7 Wicket(s)
May 20,2009,4:00 PM IST,Chennai Super Kings vs Kings XI Punjab,Kingsmead, Durban,League,Chennai Super Kings Won by 24 Run(s)
May 20,2009,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Kingsmead, Durban,League,Kolkata Knight Riders Won by 4 Wicket(s)
May 21,2009,4:00 PM IST,Mumbai Indians vs Delhi Capitals,SuperSport Park, Centurion,League,Delhi Capitals Won by 4 Wicket(s)
May 21,2009,8:00 PM IST,Royal Challengers Bangalore vs Deccan Chargers,SuperSport Park, Centurion,League,Royal Challengers Bangalore Won by 12 Run(s)
May 22,2009,8:00 PM IST,Delhi Capitals vs Deccan Chargers,SuperSport Park, Centurion,Qualifier,Deccan Chargers Won by 6 Wicket(s)
May 23,2009,8:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,New Wanderers Stadium, Johannesburg,Qualifier,Royal Challengers Bangalore Won by 6 Wicket(s)
May 24,2009,8:00 PM IST,Deccan Chargers vs Royal Challengers Bangalore,New Wanderers Stadium, Johannesburg,Final,Deccan Chargers Won by 6 Run(s)
Winner of season: Deccan Chargers
2009


pdfs/ipl-2010-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
March 12,2010,8:00 PM IST,Kolkata Knight Riders Vs Deccan Chargers,Dr DY Patil Sports Academy, Mumbai,League,Kolkata Knight Riders Won by 11 Run(s)
March 13,2010,4:00 PM IST,Mumbai Indians Vs Rajasthan Royals,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 4 Run(s)
March 13,2010,8:00 PM IST,Kings XI Punjab Vs Delhi Capitals,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Delhi Capitals Won by 5 Wicket(s)
March 14,2010,4:00 PM IST,Deccan Chargers Vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Deccan Chargers Won by 31 Run(s)
March 14,2010,8:00 PM IST,Royal Challengers Bangalore Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 7 Wicket(s)
March 15,2010,8:00 PM IST,Rajasthan Royals Vs Delhi Capitals,Sardar Patel Stadium, Motera, Ahmedabad,League,Delhi Capitals Won by 6 Wicket(s)
March 16,2010,4:00 PM IST,Kings XI Punjab Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 8 Wicket(s)
March 16,2010,8:00 PM IST,Chennai Super Kings Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Chennai Super Kings Won by 55 Run(s)
March 17,2010,8:00 PM IST,Mumbai Indians Vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Mumbai Indians Won by 98 Run(s)
March 18,2010,8:00 PM IST,Rajasthan Royals Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 10 Wicket(s)
March 19,2010,4:00 PM IST,Delhi Capitals Vs Chennai Super Kings,Feroz Shah Kotla, Delhi,League,Chennai Super Kings Won by 5 Wicket(s)
March 19,2010,8:00 PM IST,Deccan Chargers Vs Kings XI Punjab,Barabati Stadium, Cuttack,League,Deccan Chargers Won by 6 Run(s)
March 20,2010,4:00 PM IST,Mumbai Indians Vs Royal Challengers Bangalore,Brabourne Stadium, Mumbai,League,Royal Challengers Bangalore Won by 7 Wicket(s)
March 20,2010,8:00 PM IST,Rajasthan Royals Vs Kolkata Knight Riders,Sardar Patel Stadium, Motera, Ahmedabad,League,Rajasthan Royals Won by 34 Run(s)
March 21,2010,4:00 PM IST,Deccan Chargers Vs Delhi Capitals,Barabati Stadium, Cuttack,League,Deccan Chargers Won by 10 Run(s)
March 21,2010,8:00 PM IST,Kings XI Punjab Vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Kings XI Punjab Won by 
March 22,2010,8:00 PM IST,Kolkata Knight Riders Vs Mumbai Indians,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 7 Wicket(s)
March 23,2010,8:00 PM IST,Royal Challengers Bangalore Vs Chennai Super Kings,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 36 Run(s)
March 24,2010,8:00 PM IST,Rajasthan Royals Vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Rajasthan Royals Won by 31 Run(s)
March 25,2010,4:00 PM IST,Chennai Super Kings Vs Mumbai Indians,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 5 Wicket(s)
March 25,2010,8:00 PM IST,Delhi Capitals Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Delhi Capitals Won by 17 Run(s)
March 26,2010,8:00 PM IST,Deccan Chargers Vs Rajasthan Royals,Sardar Patel Stadium, Motera, Ahmedabad,League,Rajasthan Royals Won by 8 Wicket(s)
March 27,2010,8:00 PM IST,Kolkata Knight Riders Vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kolkata Knight Riders Won by 39 Run(s)
March 28,2010,4:00 PM IST,Mumbai Indians Vs Deccan Chargers,Dr DY Patil Sports Academy, Mumbai,League,Mumbai Indians Won by 41 Run(s)
March 28,2010,8:00 PM IST,Rajasthan Royals Vs Chennai Super Kings,Sardar Patel Stadium, Motera, Ahmedabad,League,Rajasthan Royals Won by 17 Run(s)
March 29,2010,8:00 PM IST,Delhi Capitals Vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 40 Run(s)
March 30,2010,8:00 PM IST,Kings XI Punjab Vs Mumbai Indians,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 4 Wicket(s)
March 31,2010,4:00 PM IST,Royal Challengers Bangalore Vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 5 Wicket(s)
March 31,2010,8:00 PM IST,Delhi Capitals Vs Rajasthan Royals,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 67 Run(s)
April 1,2010,8:00 PM IST,Kolkata Knight Riders Vs Deccan Chargers,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 24 Run(s)
April 2,2010,8:00 PM IST,Kings XI Punjab Vs Royal Challengers Bangalore,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Royal Challengers Bangalore Won by 6 Wicket(s)
April 3,2010,4:00 PM IST,Chennai Super Kings Vs Rajasthan Royals,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 23 Run(s)
April 3,2010,8:00 PM IST,Mumbai Indians Vs Deccan Chargers,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 63 Run(s)
April 4,2010,4:00 PM IST,Kolkata Knight Riders Vs Kings XI Punjab,Eden Gardens, Kolkata,League,Kings XI Punjab Won by 8 Wicket(s)
April 4,2010,8:00 PM IST,Delhi Capitals Vs Royal Challengers Bangalore,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 37 Run(s)
April 5,2010,8:00 PM IST,Rajasthan Royals Vs Deccan Chargers,Vidarbha Cricket Association Stadium, Jamtha, Nagpur,League,Rajasthan Royals Won by 2 Run(s)
April 6,2010,8:00 PM IST,Chennai Super Kings Vs Mumbai Indians,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 24 Run(s)
April 7,2010,4:00 PM IST,Kings XI Punjab Vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 9 Wicket(s)
April 7,2010,8:00 PM IST,Kolkata Knight Riders Vs Delhi Capitals,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 14 Run(s)
April 8,2010,8:00 PM IST,Royal Challengers Bangalore Vs Deccan Chargers,M Chinnaswamy Stadium, Bangalore,League,Deccan Chargers Won by 7 Wicket(s)
April 9,2010,8:00 PM IST,Mumbai Indians Vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
April 10,2010,4:00 PM IST,Chennai Super Kings Vs Deccan Chargers,Vidarbha Cricket Association Stadium, Jamtha, Nagpur,League,Deccan Chargers Won by 6 Wicket(s)
April 10,2010,8:00 PM IST,Kolkata Knight Riders Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 7 Wicket(s)
April 11,2010,4:00 PM IST,Delhi Capitals Vs Kings XI Punjab,Feroz Shah Kotla, Delhi,League,Kings XI Punjab Won by 7 Wicket(s)
April 11,2010,8:00 PM IST,Mumbai Indians Vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Mumbai Indians Won by 37 Run(s)
April 12,2010,8:00 PM IST,Deccan Chargers Vs Royal Challengers Bangalore,Vidarbha Cricket Association Stadium, Jamtha, Nagpur,League,Deccan Chargers Won by 13 Run(s)
April 13,2010,4:00 PM IST,Mumbai Indians Vs Delhi Capitals,Brabourne Stadium, Mumbai,League,Mumbai Indians Won by 39 Run(s)
April 13,2010,8:00 PM IST,Kolkata Knight Riders Vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 9 Wicket(s)
April 14,2010,8:00 PM IST,Rajasthan Royals Vs Royal Challengers Bangalore,Sawai Mansingh Stadium, Jaipur,League,Royal Challengers Bangalore Won by 5 Wicket(s)
April 15,2010,8:00 PM IST,Chennai Super Kings Vs Delhi Capitals,MA Chidambaram Stadium, Chepauk, Chennai,League,Delhi Capitals Won by 6 Wicket(s)
April 16,2010,8:00 PM IST,Kings XI Punjab Vs Deccan Chargers,Himachal Pradesh Cricket Association Stadium, Dharamsala,League,Deccan Chargers Won by 5 Wicket(s)
April 17,2010,4:00 PM IST,Rajasthan Royals Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 8 Wicket(s)
April 17,2010,8:00 PM IST,Mumbai Indians Vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Mumbai Indians Won by 57 Run(s)
April 18,2010,4:00 PM IST,Kings XI Punjab Vs Chennai Super Kings,Himachal Pradesh Cricket Association Stadium, Dharamsala,League,Chennai Super Kings Won by 6 Wicket(s)
April 18,2010,8:00 PM IST,Deccan Chargers Vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Deccan Chargers Won by 11 Run(s)
April 19,2010,8:00 PM IST,Mumbai Indians Vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 9 Wicket(s)
April 21,2010,8:00 PM IST,Mumbai Indians Vs Royal Challengers Bangalore,Dr DY Patil Sports Academy, Mumbai,Qualifier,Mumbai Indians Won by 35 Run(s)
April 22,2010,8:00 PM IST,Chennai Super Kings Vs Deccan Chargers,Dr DY Patil Sports Academy, Mumbai,Qualifier,Chennai Super Kings Won by 38 Run(s)
April 24,2010,8:00 PM IST,Deccan Chargers Vs Royal Challengers Bangalore,Dr DY Patil Sports Academy, Mumbai,Play-off,Royal Challengers Bangalore Won by 9 Wicket(s)
April 25,2010,8:00 PM IST,Chennai Super Kings Vs Mumbai Indians,Dr DY Patil Sports Academy, Mumbai,Final,Chennai Super Kings Won by 22 Run(s)
Winner of season: Chennai Super Kings
2010


pdfs/ipl-2011-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 8,2011,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 2 Run(s)
April 9,2011,4:00 PM IST,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Nehru Stadium, Kochi,League,Royal Challengers Bangalore Won by 6 Wicket(s)
April 9,2011,8:00 PM IST,Deccan Chargers vs Rajasthan Royals,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Rajasthan Royals Won by 8 Wicket(s)
April 10,2011,4:00 PM IST,Kings XI Punjab vs Pune Warriors India,Dr DY Patil Sports Academy, Mumbai,League,Pune Warriors India Won by 7 Wicket(s)
April 10,2011,8:00 PM IST,Delhi Capitals vs Mumbai Indians,Feroz Shah Kotla, Delhi,League,Mumbai Indians Won by 8 Wicket(s)
April 11,2011,8:00 PM IST,Kolkata Knight Riders vs Deccan Chargers,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 9 Run(s)
April 12,2011,4:00 PM IST,Royal Challengers Bangalore vs Mumbai Indians,M Chinnaswamy Stadium, Bangalore,League,Mumbai Indians Won by 9 Wicket(s)
April 12,2011,8:00 PM IST,Delhi Capitals vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 6 Wicket(s)
April 13,2011,4:00 PM IST,Chennai Super Kings vs Kings XI Punjab,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
April 13,2011,8:00 PM IST,Kochi Tuskers Kerala vs Pune Warriors India,Dr DY Patil Sports Academy, Mumbai,League,Pune Warriors India Won by 4 Wicket(s)
April 14,2011,8:00 PM IST,Deccan Chargers vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Deccan Chargers Won by 33 Run(s)
April 15,2011,4:00 PM IST,Mumbai Indians vs Kochi Tuskers Kerala,Wankhede Stadium, Mumbai,League,Kochi Tuskers Kerala Won by 8 Wicket(s)
April 15,2011,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Sawai Mansingh Stadium, Jaipur,League,Kolkata Knight Riders Won by 9 Wicket(s)
April 16,2011,4:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 21 Run(s)
April 16,2011,8:00 PM IST,Deccan Chargers vs Kings XI Punjab,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Kings XI Punjab Won by 8 Wicket(s)
April 17,2011,4:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 8 Wicket(s)
April 17,2011,8:00 PM IST,Pune Warriors India vs Delhi Capitals,Dr DY Patil Sports Academy, Mumbai,League,Delhi Capitals Won by 3 Wicket(s)
April 18,2011,8:00 PM IST,Chennai Super Kings vs Kochi Tuskers Kerala,Nehru Stadium, Kochi,League,Kochi Tuskers Kerala Won by DL Method
April 19,2011,8:00 PM IST,Deccan Chargers vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Deccan Chargers Won by 16 Run(s)
April 20,2011,4:00 PM IST,Kochi Tuskers Kerala vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kochi Tuskers Kerala Won by 6 Run(s)
April 20,2011,8:00 PM IST,Pune Warriors India vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 7 Wicket(s)
April 21,2011,8:00 PM IST,Kings XI Punjab vs Rajasthan Royals,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 48 Run(s)
April 22,2011,4:00 PM IST,Mumbai Indians vs Chennai Super Kings,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 8 Run(s)
April 22,2011,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,Eden Gardens, Kolkata,League,Royal Challengers Bangalore Won by 9 Wicket(s)
April 23,2011,8:00 PM IST,Delhi Capitals vs Kings XI Punjab,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 29 Run(s)
April 24,2011,4:00 PM IST,Kochi Tuskers Kerala vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 8 Wicket(s)
April 24,2011,8:00 PM IST,Mumbai Indians vs Deccan Chargers,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Mumbai Indians Won by 37 Run(s)
April 25,2011,8:00 PM IST,Chennai Super Kings vs Pune Warriors India,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 25 Run(s)
April 26,2011,8:00 PM IST,Delhi Capitals vs Royal Challengers Bangalore,Feroz Shah Kotla, Delhi,League,Royal Challengers Bangalore Won by 3 Wicket(s)
April 27,2011,4:00 PM IST,Pune Warriors India vs Chennai Super Kings,Dr DY Patil Sports Academy, Mumbai,League,Chennai Super Kings Won by 8 Wicket(s)
April 27,2011,8:00 PM IST,Deccan Chargers vs Kochi Tuskers Kerala,Nehru Stadium, Kochi,League,Deccan Chargers Won by 55 Run(s)
April 28,2011,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Feroz Shah Kotla, Delhi,League,Kolkata Knight Riders Won by 17 Run(s)
April 29,2011,4:00 PM IST,Royal Challengers Bangalore vs Pune Warriors India,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 26 Run(s)
April 29,2011,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 7 Wicket(s)
April 30,2011,4:00 PM IST,Delhi Capitals vs Kochi Tuskers Kerala,Nehru Stadium, Kochi,League,Delhi Capitals Won by 38 Run(s)
April 30,2011,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 8 Wicket(s)
May 1,2011,4:00 PM IST,Chennai Super Kings vs Deccan Chargers,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 19 Run(s)
May 1,2011,8:00 PM IST,Pune Warriors India vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 6 Wicket(s)
May 2,2011,4:00 PM IST,Mumbai Indians vs Kings XI Punjab,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 23 Run(s)
May 2,2011,8:00 PM IST,Delhi Capitals vs Kochi Tuskers Kerala,Feroz Shah Kotla, Delhi,League,Kochi Tuskers Kerala Won by 7 Wicket(s)
